7	9	1
17	9	1
25	9	1
33	9	1
44	9	1
51	9	1
62	9	1
69	9	1
80	9	1
87	9	1
98	9	1
105	9	1
116	9	1
124	9	1
132	9	1
143	9	1
150	9	1
161	9	1
168	9	1
178	9	1
188	9	1
195	9	1
206	9	1
214	9	1
222	9	1
233	9	1
241	9	1
249	9	1
258	9	1
268	9	1
298	9	1
305	9	1
316	9	1
323	9	1
334	9	1
341	9	1
351	9	1
359	9	1
370	9	1
377	9	1
387	9	1
397	9	1
404	9	1
415	9	1
422	9	1
431	9	1
441	9	1
451	9	1
458	9	1
468	9	1
477	9	1
485	9	1
494	9	1
505	9	1
512	9	1
523	9	1
530	9	1
541	9	1
548	9	1
558	9	1
587	9	1
597	9	1
604	9	1
615	9	1
622	9	1
633	9	1
640	9	1
651	9	1
658	9	1
668	9	1
676	9	1
687	9	1
694	9	1
703	9	1
714	9	1
721	9	1
731	9	1
739	9	1
750	9	1
758	9	1
765	9	1
777	9	1
784	9	1
793	9	1
804	9	1
811	9	1
821	9	1
831	9	1
838	9	1
848	9	1
