6	9	1
16	9	1
25	9	1
33	9	1
42	9	1
51	9	1
60	9	1
70	9	1
79	9	1
87	9	1
96	9	1
106	9	1
115	9	1
123	9	1
132	9	1
141	9	1
150	9	1
160	9	1
169	9	1
177	9	1
186	9	1
196	9	1
205	9	1
213	9	1
222	9	1
231	9	1
240	9	1
250	9	1
259	9	1
267	9	1
296	9	1
305	9	1
314	9	1
324	9	1
333	9	1
341	9	1
351	9	1
359	9	1
368	9	1
378	9	1
386	9	1
395	9	1
404	9	1
414	9	1
423	9	1
432	9	1
441	9	1
449	9	1
458	9	1
467	9	1
476	9	1
485	9	1
494	9	1
504	9	1
513	9	1
521	9	1
531	9	1
539	9	1
548	9	1
558	9	1
586	9	1
595	9	1
604	9	1
614	9	1
623	9	1
631	9	1
641	9	1
649	9	1
658	9	1
668	9	1
676	9	1
685	9	1
694	9	1
704	9	1
713	9	1
722	9	1
731	9	1
739	9	1
748	9	1
757	9	1
766	9	1
775	9	1
783	9	1
794	9	1
803	9	1
811	9	1
821	9	1
829	9	1
838	9	1
848	9	1
