6	8	1
14	8	1
25	8	1
33	8	1
42	8	1
51	8	1
60	8	1
70	8	1
79	8	1
88	8	1
96	8	1
105	8	1
115	8	1
123	8	1
132	8	1
141	8	1
150	8	1
160	8	1
169	8	1
178	8	1
187	8	1
196	8	1
204	8	1
213	8	1
222	8	1
232	8	1
240	8	1
249	8	1
259	8	1
267	8	1
296	8	1
305	8	1
314	8	1
324	8	1
333	8	1
341	8	1
351	8	1
359	8	1
368	8	1
378	8	1
387	8	1
395	8	1
404	8	1
414	8	1
423	8	1
432	8	1
440	8	1
449	8	1
458	8	1
467	8	1
477	8	1
486	8	1
494	8	1
504	8	1
512	8	1
522	8	1
530	8	1
539	8	1
548	8	1
557	8	1
586	8	1
595	8	1
604	8	1
614	8	1
623	8	1
631	8	1
641	8	1
649	8	1
658	8	1
668	8	1
676	8	1
685	8	1
694	8	1
704	8	1
713	8	1
722	8	1
731	8	1
739	8	1
748	8	1
757	8	1
767	8	1
776	8	1
784	8	1
793	8	1
802	8	1
812	8	1
820	8	1
829	8	1
839	8	1
847	8	1
