7	8	1
17	8	1
25	8	1
33	8	1
44	8	1
51	8	1
61	8	1
69	8	1
80	8	1
86	8	1
97	8	1
105	8	1
116	8	1
123	8	1
132	8	1
143	8	1
149	8	1
160	8	1
168	8	1
178	8	1
186	8	1
195	8	1
206	8	1
213	8	1
222	8	1
232	8	1
241	8	1
249	8	1
258	8	1
268	8	1
297	8	1
304	8	1
315	8	1
323	8	1
333	8	1
340	8	1
351	8	1
358	8	1
370	8	1
376	8	1
386	8	1
396	8	1
404	8	1
415	8	1
422	8	1
431	8	1
441	8	1
450	8	1
458	8	1
468	8	1
476	8	1
484	8	1
494	8	1
504	8	1
512	8	1
522	8	1
529	8	1
540	8	1
548	8	1
558	8	1
586	8	1
596	8	1
604	8	1
614	8	1
621	8	1
632	8	1
639	8	1
650	8	1
657	8	1
668	8	1
675	8	1
686	8	1
693	8	1
703	8	1
713	8	1
720	8	1
731	8	1
738	8	1
749	8	1
757	8	1
764	8	1
776	8	1
783	8	1
793	8	1
803	8	1
810	8	1
821	8	1
830	8	1
