7	8	1
16	8	1
24	8	1
35	8	1
42	8	1
53	8	1
60	8	1
71	8	1
78	8	1
88	8	1
96	8	1
106	8	1
116	8	1
123	8	1
134	8	1
141	8	1
152	8	1
159	8	1
170	8	1
178	8	1
186	8	1
196	8	1
204	8	1
215	8	1
222	8	1
232	8	1
242	8	1
249	8	1
258	8	1
268	8	1
298	8	1
306	8	1
314	8	1
325	8	1
332	8	1
342	8	1
352	8	1
359	8	1
369	8	1
376	8	1
388	8	1
394	8	1
406	8	1
413	8	1
424	8	1
432	8	1
440	8	1
449	8	1
459	8	1
468	8	1
475	8	1
486	8	1
494	8	1
504	8	1
513	8	1
520	8	1
531	8	1
539	8	1
549	8	1
558	8	1
587	8	1
596	8	1
604	8	1
613	8	1
623	8	1
632	8	1
640	8	1
651	8	1
658	8	1
668	8	1
676	8	1
684	8	1
695	8	1
702	8	1
713	8	1
721	8	1
729	8	1
740	8	1
748	8	1
758	8	1
765	8	1
776	8	1
786	8	1
793	8	1
803	8	1
812	8	1
820	8	1
829	8	1
